Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-5873332,特許2011-519185(2009/07/24),5873332,ベルギー(305060279)グラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム イギリス(397009934)グラクソ　グループ　リミテッド,新規化合物および方法,26,本権利は抹消されていない存続期間満了日(2029/07/24),8年,(2022/12/28)
page-5873440,特許2012-546000(2010/12/08),5873440,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,自動セグメンテーション及び時間的追跡方法,11,本権利は抹消されていない存続期間満了日(2030/12/08),8年,(2022/12/28)
page-5873514,特許2014-045947(2014/03/10),5873514,スイス国(594082512)ブランパン・エス　アー,ユニバーサル作動均時差表示機構及びこれを設定する方法,5,本権利は抹消されていない存続期間満了日(2034/03/10),8年,(2022/12/28)
page-5873530,特許2014-125131(2014/06/18),5873530,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,犠牲ピンを有する腕時計,17,本権利は抹消されていない存続期間満了日(2034/06/18),8年,(2022/12/28)
page-5873531,特許2014-133642(2014/06/30),5873531,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,計時器のムーブメント,10,本権利は抹消されていない存続期間満了日(2034/06/30),8年,(2022/12/28)
page-5873569,特許2014-546399(2012/11/27),5873569,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,オーバモールド成形されたホイールセットを有する時計アセンブリ,14,本権利は抹消されていない存続期間満了日(2032/11/27),8年,(2022/12/28)
page-5873621,特許2009-554057(2008/03/19),5873621,フランス国(506166491)アルセロールミタル・フランス,基材をコーティングするためのプロセスおよび金属合金真空蒸着装置,9,本権利は抹消されていない存続期間満了日(2028/03/19),8年,(2022/12/28)
page-5873648,特許2011-111954(2011/05/19),5873648,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,ガスタービン吸気フィルタハウス用の前置濾過バイパス,8,本権利は抹消されていない存続期間満了日(2031/05/19),8年,(2022/12/28)
page-5873662,特許2011-177937(2011/08/16),5873662,アメリカ合衆国エンベクタ　コーポレイション,迂遠な帯を用いる針交換装置,25,本権利は抹消されていない存続期間満了日(2031/08/16),8年,(2022/12/28)
page-5873718,特許2011-532325(2009/10/20),5873718,アメリカ合衆国インテグリス・インコーポレーテッド,銅の洗浄及び保護配合物,18,本権利は抹消されていない存続期間満了日(2029/10/20),8年,(2022/12/28)
page-5873854,特許2013-201931(2007/04/20),5873854,アメリカ合衆国(500049716)アムジエン・インコーポレーテツド,凍結乾燥された治療用ペプチボディ製剤,3,本権利は抹消されていない存続期間満了日(2027/04/20),8年,(2022/12/28)
page-5873870,特許2013-524374(2011/08/12),5873870,ドイツ連邦共和国(599117152)フレゼニウス　メディカル　ケアー　ドイチュラント　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,液体又は流体中における外来物の測定及び／又は監視装置、及び、その方法,12,本権利は抹消されていない存続期間満了日(2031/08/12),8年,(2022/12/28)
page-5873890,特許2014-094637(2010/01/26),5873890,アメリカ合衆国(506192652)ボストン　サイエンティフィック　サイムド，インコーポレイテッド,ステントを編組するためのマンドレル,7,本権利は抹消されていない存続期間満了日(2030/01/26),8年,(2022/12/28)
page-5874379,特許2011-278342(2011/12/20),5874379,アメリカ合衆国イー　インク　コーポレイション,電気泳動表示装置の駆動方法、電気泳動表示装置、電子機器及び電子時計,7,本権利は抹消されていない存続期間満了日(2031/12/20),8年,(2022/12/28)
page-5874522,特許2012-107792(2012/05/09),5874522,アメリカ合衆国マイクロチップ　テクノロジー　インコーポレイテッド,発振装置および電子装置,10,本権利は抹消されていない存続期間満了日(2032/05/09),8年,(2022/12/28)
page-5874727,特許2013-527123(2011/08/24),5874727,アイルランド(512306863)メドトロニック　ヴァスキュラー　ゴールウェイ,補綴弁支持構造,25,本権利は抹消されていない存続期間満了日(2031/08/24),8年,(2022/12/28)
page-5874880,特許2012-501339(2010/03/22),5874880,アメリカ合衆国エーアイディーピー，インク．,脱フルクトシル化したエンドウの水溶性エキスおよびそのプレバイオティクス物質としての使用,7,本権利は抹消されていない存続期間満了日(2030/03/22),8年,(2022/12/28)
page-5874881,特許2012-533235(2010/10/04),5874881,アメリカ合衆国(507302748)リジェネロン・ファーマシューティカルズ・インコーポレイテッド アメリカ合衆国(512089807)イエール　ユニバーシティ スイス連邦(512089900)インスティテュート　フォー　リサーチ　イン　バイオメディシン　（アイアールビー）,遺伝子改変されたマウスおよび移植方法,16,本権利は抹消されていない存続期間満了日(2030/10/04),8年,(2022/12/28)
page-5875077,特許2012-249570(2012/11/13),5875077,スイス(505236469)キャタピラー　エス　エー　アール　エル,溶接構造および作業機械,3,本権利は抹消されていない存続期間満了日(2032/11/13),8年,(2022/12/28)
page-5875373,特許2012-002551(2003/12/04),5875373,アメリカ合衆国(505307471)インテグリス・インコーポレーテッド,モノリス炭素吸着剤を備えたガス貯蔵・計量分配システム,17,本権利は抹消されていない存続期間満了日(2023/12/04),8年,(2022/12/28)
page-5875503,特許2012-251907(2012/11/16),5875503,アメリカ合衆国(596170170)ゼロックス　コーポレイション,印字ヘッド組立体,7,本権利は抹消されていない存続期間満了日(2032/11/16),8年,(2022/12/28)
page-5875527,特許2012-549377(2011/01/24),5875527,スイス(511031755)ノヴォ・ノルディスク・ヘルス・ケア・アーゲー,ｉｎ－ｖｉｖｏにおける効力が延長された成長ホルモン,5,本権利は抹消されていない存続期間満了日(2036/01/16),8年,(2022/12/28)
page-5875528,特許2012-551164(2010/12/22),5875528,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,誘導エナジーハーベスタのための電力管理ＤＣ－ＤＣコンバータ及び方法,16,本権利は抹消されていない存続期間満了日(2030/12/22),8年,(2022/12/28)
page-5875588,特許2013-530315(2011/09/22),5875588,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,電力ライン通信デバイスのための結合回路,20,本権利は抹消されていない存続期間満了日(2031/09/22),8年,(2022/12/28)
page-5875642,特許2014-152521(2010/10/13),5875642,アメリカ合衆国(512098212)ケイオロジクス　インク,利用度の高い可変回路トポロジーを有する汎用論理アレー及び定出力の様々な論理ゲートを実現するロジスティク写像回路,17,本権利は抹消されていない存続期間満了日(2030/10/13),8年,(2022/12/28)
page-5875697,特許2014-541048(2012/09/10),5875697,アメリカ合衆国(503062253)アナログ　ディヴァイスィズ　インク,インターリーブされたＡＤＣにおけるタイミング、利得および帯域幅ミスマッチの較正,24,本権利は抹消されていない存続期間満了日(2032/09/10),8年,(2022/12/28)
page-5875753,特許2010-169897(2010/07/29),5875753,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,焼結助剤を用いた耐環境コーティングの製造方法,10,本権利は抹消されていない存続期間満了日(2030/07/29),8年,(2022/12/28)
page-5875754,特許2010-169934(2010/07/29),5875754,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,高温セラミック部品用の溶剤系耐環境コーティング,9,本権利は抹消されていない存続期間満了日(2030/07/29),8年,(2022/12/28)
page-5875755,特許2010-171254(2010/07/30),5875755,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,耐環境コーティングの表面粗度を向上させる方法及び表面粗度が向上した耐環境コーティングを有する部品,8,本権利は抹消されていない存続期間満了日(2030/07/30),8年,(2022/12/28)
page-5875756,特許2010-171273(2010/07/30),5875756,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,耐環境コーティングの表面粗度を向上させる方法及び表面粗度が向上した耐環境コーティングを有する部品,5,本権利は抹消されていない存続期間満了日(2030/07/30),8年,(2022/12/28)
page-5875864,特許2011-504110(2009/04/06),5875864,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,統合型流量平衡器と改良されたコンダクタンスとを備える下部ライナ,15,本権利は抹消されていない存続期間満了日(2029/04/06),8年,(2022/12/28)
page-5876014,特許2013-168464(2008/01/07),5876014,スイス国(507324681)ユニバーシティ・オブ・チューリッヒ,疾病に特異的な結合分子および標的を提供する方法,13,本権利は抹消されていない存続期間満了日(2028/01/07),8年,(2022/12/28)
page-5876033,特許2013-503158(2011/04/05),5876033,フランス国(505277691)スネクマ,空気抽気システムが装備されたエンジンの圧縮機、特に航空機用ジェットエンジンの圧縮機,7,本権利は抹消されていない存続期間満了日(2031/04/05),8年,(2022/12/28)
page-5876051,特許2013-527582(2011/09/06),5876051,イギリス国(513032275)グラクソスミスクライン、インテレクチュアル、プロパティー、ディベロップメント、リミテッド,インフルエンザウィルス感染の治療に使用するためのインダゾール誘導体,7,本権利は抹消されていない存続期間満了日(2031/09/06),8年,(2022/12/28)
page-5876064,特許2013-538185(2011/11/09),5876064,フランス国(505003322)フォーレシア・アンテリュール・アンデュストリー,ポリマー組成物を流動化するための新規オリゴマーの使用,12,本権利は抹消されていない存続期間満了日(2031/11/09),8年,(2022/12/28)
page-5876111,特許2014-139406(2010/07/06),5876111,アメリカ合衆国(500175107)セラニーズ・インターナショナル・コーポレーション,促進された反応及びフラッシングを伴うカルボニル化による酢酸の製造,19,本権利は抹消されていない存続期間満了日(2030/07/06),8年,(2022/12/28)
page-5876204,特許2008-523990(2006/07/21),5876204,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,複合自己凝集ウェブ材料の製造方法,13,本権利は抹消されていない存続期間満了日(2026/07/21),8年,(2022/12/28)
page-5876208,特許2009-541613(2007/12/14),5876208,大阪府大阪市武田薬品工業株式会社,延長されたｉｎｖｉｖｏ半減期を有する第ＶＩＩａ因子－（ポリ）シアル酸結合体,7,本権利は抹消されていない存続期間満了日(2027/12/14),8年,(2022/12/28)
page-5876219,特許2010-513898(2008/06/25),5876219,フランス国(510000851)セヴァ　サンテ　アニマル　ソシエテ　アノニム,ヒトを除く哺乳類動物の心不全の治療用組成物および治療方法,11,本権利は抹消されていない存続期間満了日(2028/06/25),8年,(2022/12/28)
page-5876299,特許2012-007980(2012/01/18),5876299,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,回路装置,10,本権利は抹消されていない存続期間満了日(2032/01/18),8年,(2022/12/28)
page-5876464,特許2013-257408(2008/09/29),5876464,フランス(310021434)ベクトン　ディキンソン　フランス,注射完了を知らせる可聴指摘音発生型可聴式自動注射器具,5,本権利は抹消されていない存続期間満了日(2028/09/29),8年,(2022/12/28)
page-5876474,特許2013-512585(2010/05/27),5876474,大阪府大阪市武田薬品工業株式会社,血漿由来の富化ＩｇＧ組成物を調製する方法,33,本権利は抹消されていない存続期間満了日(2030/05/27),8年,(2022/12/28)
page-5876540,特許2014-127934(2005/05/04),5876540,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,プロセス制御システム内でプロセス制御サービスを登録する方法,3,本権利は抹消されていない存続期間満了日(2025/05/04),8年,(2022/12/28)
page-5876565,特許2014-500395(2012/03/22),5876565,スイス国(314002457)ハミルトン・インターナショナル・アーゲー,区別したフェーズの継続時間をカウントするための計器,20,本権利は抹消されていない存続期間満了日(2032/03/22),8年,(2022/12/28)
page-5876575,特許2014-522822(2012/06/11),5876575,サウジアラビア王国(511304464)サウジ　アラビアン　オイル　カンパニー,流動接触分解プロセス用の水素に富む原料,13,本権利は抹消されていない存続期間満了日(2032/06/11),8年,(2022/12/28)
page-5876578,特許2014-530735(2012/09/11),5876578,アメリカ合衆国(500413696)ビーイー・エアロスペース・インコーポレーテッド,航空機搭乗員の更衣室,7,本権利は抹消されていない存続期間満了日(2032/09/11),8年,(2022/12/28)
page-5876596,特許2015-005142(2011/12/06),5876596,アメリカ合衆国バイオジェン・エムエイ・インコーポレイテッド,カゼインキナーゼ阻害剤としての新規縮合ピリジン化合物,13,本権利は抹消されていない存続期間満了日(2031/12/06),8年,(2022/12/28)
page-5876612,特許2015-505705(2013/02/05),5876612,アメリカ合衆国(503455363)レイセオン　カンパニー,非円形状の光ビームに信号ビームを結合するための光ファイバーカプラー,32,本権利は抹消されていない存続期間満了日(2033/02/05),8年,(2022/12/28)
page-5876644,特許2010-223922(2004/03/03),5876644,スイス国(511044009)ブラッコ・スイス・ソシエテ・アノニム 大阪府大阪市武田薬品工業株式会社,ＨＧＦレセプター（ｃＭｅｔ）を特異的に結合するペプチドおよびその使用,10,本権利は抹消されていない存続期間満了日(2024/03/03),8年,(2022/12/28)
page-5876727,特許2011-551535(2010/02/26),5876727,イギリス国(590004718)ジョンソン、マッセイ、パブリック、リミテッド、カンパニー,圧縮点火エンジンから排出される排ガスから微粒子状物質を集塵するためのフィルタ,7,本権利は抹消されていない存続期間満了日(2030/02/26),8年,(2022/12/28)
page-5876831,特許2012-542425(2010/11/10),5876831,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,少なくとも１次と２次の温度補正が施された振動子,9,本権利は抹消されていない存続期間満了日(2030/11/10),8年,(2022/12/28)
page-5876861,特許2013-230877(2009/09/18),5876861,アメリカ合衆国(507362281)コヴィディエン　リミテッド　パートナーシップ,外科用器具のナイフバー,4,本権利は抹消されていない存続期間満了日(2029/09/18),8年,(2022/12/28)
page-5876865,特許2013-263422(2013/12/20),5876865,スイス国(507276380)オメガ・エス　アー,非晶質金属上に設けることによって製造される装飾用部品,30,本権利は抹消されていない存続期間満了日(2033/12/20),8年,(2022/12/28)
page-5876867,特許2013-500286(2011/03/25),5876867,フランス国(512249102)レスメド・パリ・ソシエテ・パ・アクシオンス・シンプリフィエ,呼吸治療装置用の呼吸可能ガス入口制御装置,15,本権利は抹消されていない存続期間満了日(2031/03/25),8年,(2022/12/28)
page-5876881,特許2013-528176(2010/09/13),5876881,アメリカ合衆国(591020353)オーチス　エレベータ　カンパニー,エレベータ安全システムおよび方法,15,本権利は抹消されていない存続期間満了日(2030/09/13),8年,(2022/12/28)
page-5876939,特許2014-545491(2012/11/07),5876939,埼玉県上尾市ＵＤトラックス株式会社,電源装置,10,本権利は抹消されていない存続期間満了日(2032/11/07),8年,(2022/12/28)
page-5876940,特許2014-545518(2012/11/09),5876940,埼玉県上尾市ＵＤトラックス株式会社,電源装置,5,本権利は抹消されていない存続期間満了日(2032/11/09),8年,(2022/12/28)
page-5876966,特許2015-501708(2013/03/07),5876966,アメリカ合衆国(506339578)レイセオン　カンパニー,マルチチャネルフリップチップベースのパネルアレイ回路の伝導冷却,16,本権利は抹消されていない存続期間満了日(2033/03/07),8年,(2022/12/28)
page-5876984,特許2010-524915(2008/08/29),5876984,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,個人化されたプラント資産データ表示および検索システム,45,本権利は抹消されていない存続期間満了日(2028/08/29),8年,(2022/12/28)
page-5877066,特許2011-549417(2010/01/28),5877066,オランダ(514218458)フォンテム　ホールディングス　１　ビー．　ブイ．,改善された噴霧式電子たばこ,17,本権利は抹消されていない存続期間満了日(2030/01/28),8年,(2022/12/28)
page-5877166,特許2012-556257(2011/03/04),5877166,アメリカ合衆国(504416080)セイジ・エレクトロクロミクス，インコーポレイテッド,ガラス基板へのエレクトロクロミックデバイスの積層,11,本権利は抹消されていない存続期間満了日(2031/03/04),8年,(2022/12/28)
page-5877203,特許2013-530283(2011/09/21),5877203,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,プロセス制御装置情報を表示する方法、並びに、装置,19,本権利は抹消されていない存続期間満了日(2031/09/21),8年,(2022/12/28)
