Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-6278584,特許2011-535670(2009/11/05),6278584,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,プラズマチャンバ部品用耐プラズマコーティング,11,本権利は抹消されていない存続期間満了日(2029/11/05),6年,(2022/12/28)
page-6278600,特許2012-556151(2011/03/01),6278600,イギリス国ジョンソン、マッセイ、パブリック、リミテッド、カンパニー,複合体の陰極材料,3,本権利は抹消されていない存続期間満了日(2031/03/01),6年,(2022/12/28)
page-6278945,特許2015-221856(2015/11/12),6278945,スイス国(596162740)イーエム・ミクロエレクトロニク－マリン・エス　アー,電子メモリ装置及びこのような装置の試験方法,5,本権利は抹消されていない存続期間満了日(2035/11/12),6年,(2022/12/28)
page-6278966,特許2015-532089(2013/09/13),6278966,アメリカ合衆国(592051453)ハーマン　インターナショナル　インダストリーズ　インコーポレイテッド,マルチゾーン聴取環境における漸進的な音響バランスおよびフェード,16,本権利は抹消されていない存続期間満了日(2033/09/13),6年,(2022/12/28)
page-6279017,特許2016-114126(2016/06/08),6279017,スイス国(599040492)ニヴァロックス－ファー　ソシエテ　アノニム,修正した組付けステップを含む製作方法,6,本権利は抹消されていない存続期間満了日(2036/06/08),6年,(2022/12/28)
page-6279024,特許2016-147075(2016/07/27),6279024,アメリカ合衆国(501410126)ブランソン・ウルトラソニックス・コーポレーション,超音波溶着用アンビル,2,本権利は抹消されていない存続期間満了日(2036/07/27),6年,(2022/12/28)
page-6279031,特許2016-155283(2016/08/08),6279031,ドイツ連邦共和国(501475413)グラスヒュッテ・ウーレンベトリーブ・ゲーエムベーハー,調整可能なトゥールビヨンを備える機械式のゼンマイ式ムーブメント,14,本権利は抹消されていない存続期間満了日(2036/08/08),6年,(2022/12/28)
page-6279032,特許2016-155284(2016/08/08),6279032,ドイツ連邦共和国(501475413)グラスヒュッテ・ウーレンベトリーブ・ゲーエムベーハー,トゥールビヨンを備える機械式のゼンマイ式ムーブメント,14,本権利は抹消されていない存続期間満了日(2036/08/08),6年,(2022/12/28)
page-6279075,特許2016-519365(2014/10/01),6279075,アメリカ合衆国(500277629)ハウメット　エアロスペース　インコーポレイテッド,非対称ファスナの窪み部及びキー,46,本権利は抹消されていない存続期間満了日(2034/10/01),6年,(2022/12/28)
page-6279087,特許2016-544318(2014/06/19),6279087,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,２つのコンパートメントハウジングを備えたプロセス可変トランスミッタ,11,本権利は抹消されていない存続期間満了日(2034/06/19),6年,(2022/12/28)
page-6279094,特許2016-554616(2015/02/26),6279094,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,表盤を有する計時器及びこれに関連する固定方法,5,本権利は抹消されていない存続期間満了日(2035/02/26),6年,(2022/12/28)
page-6279109,特許2016-575944(2014/07/01),6279109,アメリカ合衆国(500205770)マイクロ　モーション　インコーポレイテッド,流体モメンタム検出方法及び関連装置,10,本権利は抹消されていない存続期間満了日(2034/07/01),6年,(2022/12/28)
page-6279150,特許2017-511147(2015/04/21),6279150,アメリカ合衆国(500205770)マイクロ　モーション　インコーポレイテッド,異常流体の検出,22,本権利は抹消されていない存続期間満了日(2035/04/21),6年,(2022/12/28)
page-6279494,特許2014-561156(2013/03/08),6279494,アイルランド国(514222743)クリアストリーム・テクノロジーズ・リミテッド,作用表面を正確に識別するためのＸ線不透過性の識別子を備える医療用バルーン,14,本権利は抹消されていない存続期間満了日(2033/03/08),6年,(2022/12/28)
page-6279495,特許2014-561507(2013/03/06),6279495,イギリス国(508296554)アトランティック・イナーシャル・システムズ・リミテッド,振動リング構造,16,本権利は抹消されていない存続期間満了日(2033/03/06),6年,(2022/12/28)
page-6279545,特許2015-502136(2013/03/25),6279545,ドイツ(514243531)トロン－トランスラティオナレ・オンコロギー・アン・デア・ウニヴェルシテートスメディツィーン・デア・ヨハネス・グーテンベルク－ウニヴェルシテート・マインツ・ゲマインニュッツィゲ・ゲーエムベーハー ドイツバイオンテック・エスイー,免疫療法のためのＲＮＡ製剤,43,本権利は抹消されていない存続期間満了日(2033/03/25),6年,(2022/12/28)
page-6279547,特許2015-506317(2013/04/17),6279547,アメリカ合衆国(508150854)パーデュー、ファーマ、リミテッド、パートナーシップ,オピオイド誘発性有害薬力学的応答を治療するためのシステムおよび方法,26,本権利は抹消されていない存続期間満了日(2033/04/17),6年,(2022/12/28)
page-6279569,特許2015-522115(2013/07/19),6279569,オランダ王国(510185767)ドルビー・インターナショナル・アーベー,マルチチャンネルオーディオ信号のレンダリングを改善する方法及び装置,15,本権利は抹消されていない存続期間満了日(2033/07/19),6年,(2022/12/28)
page-6279578,特許2015-526668(2013/08/07),6279578,アメリカ合衆国(504416080)セイジ・エレクトロクロミクス，インコーポレイテッド アメリカ合衆国(510219947)アライアンス　フォー　サステイナブル　エナジー　リミテッド　ライアビリティ　カンパニー,エレクトロクロミック素子のための三元酸化ニッケル材料,15,本権利は抹消されていない存続期間満了日(2033/08/07),6年,(2022/12/28)
page-6279580,特許2015-530483(2013/09/06),6279580,フランス国(505277691)サフラン・エアクラフト・エンジンズ,鋳造模型,11,本権利は抹消されていない存続期間満了日(2033/09/06),6年,(2022/12/28)
page-6279605,特許2015-546002(2013/12/05),6279605,イギリス(397009934)グラクソ　グループ　リミテッド,自己免疫疾患および炎症性疾患の処置に使用するためのレチノイド関連オーファン受容体ガンマ（ＲＯＲγ）のモジュレーター,18,本権利は抹消されていない存続期間満了日(2033/12/05),6年,(2022/12/28)
page-6279646,特許2016-077893(2016/04/08),6279646,スイス国(596162740)イーエム・ミクロエレクトロニク－マリン・エス　アー,異なるパワー源からパワーを取り込むことが可能な受動ＲＦ識別装置のためのプロトコル管理方法,16,本権利は抹消されていない存続期間満了日(2036/04/08),6年,(2022/12/28)
page-6279686,特許2016-197150(2011/06/23),6279686,オランダ王国(510185767)ドルビー・インターナショナル・アーベー,オーディオデコーダ及び復号方法,10,本権利は抹消されていない存続期間満了日(2031/06/23),6年,(2022/12/28)
page-6279688,特許2016-203383(2011/12/06),6279688,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,高度フッ素化スルフィン酸のオリゴマー及びコオリゴマー並びにその塩類,3,本権利は抹消されていない存続期間満了日(2031/12/06),6年,(2022/12/28)
page-6279704,特許2016-500499(2014/02/28),6279704,アメリカ合衆国(591009509)ボーズ・コーポレーション,オーディオシステムならびに関連するデバイスおよび方法,53,本権利は抹消されていない存続期間満了日(2034/02/28),6年,(2022/12/28)
page-6279723,特許2016-521699(2014/10/09),6279723,ルクセンブルク国(515214729)アルセロールミタル,柔軟性が改良されたＺｎＡｌＭｇ－被覆金属板および対応する製造方法,11,本権利は抹消されていない存続期間満了日(2034/10/09),6年,(2022/12/28)
page-6279757,特許2016-554226(2015/02/26),6279757,デンマーク国(500011045)ヴェーデクス・アクティーセルスカプ,補聴器システムをフィッティングする方法および補聴器フィッティング・システム,27,本権利は抹消されていない存続期間満了日(2035/02/26),6年,(2022/12/28)
page-6279767,特許2016-564170(2015/04/22),6279767,アメリカ合衆国(513181894)ノースウェスタン　ユニヴァーシティ,補聴デバイスの制御,21,本権利は抹消されていない存続期間満了日(2035/04/22),6年,(2022/12/28)
page-6279832,特許2012-515125(2010/06/10),6279832,アメリカ合衆国(503170721)フェデラル－モーグル・パワートレイン・リミテッド・ライアビリティ・カンパニー,柔軟性、耐磨耗性織物スリーブおよびその構築方法,8,本権利は抹消されていない存続期間満了日(2030/06/10),6年,(2022/12/28)
page-6279870,特許2013-206542(2013/10/01),6279870,アメリカ合衆国(502096543)パロ・アルト・リサーチ・センター・インコーポレーテッド,マイクロチップの電荷パターン形成,4,本権利は抹消されていない存続期間満了日(2033/10/01),6年,(2022/12/28)
page-6279904,特許2013-554750(2012/02/22),6279904,アメリカ合衆国(509116613)レスメド・モーター・テクノロジーズ・インコーポレーテッド,送風機およびＰＡＰシステム,41,本権利は抹消されていない存続期間満了日(2032/02/22),6年,(2022/12/28)
page-6279905,特許2013-558168(2012/03/15),6279905,アメリカ合衆国(398050098)バイオジェン・エムエイ・インコーポレイテッド,速い用量調節の漸増投与レジメンを用いた、インターフェロンの筋肉内投与に伴うインフルエンザ様症状を軽減するための方法,20,本権利は抹消されていない存続期間満了日(2032/03/15),6年,(2022/12/28)
page-6280037,特許2014-530918(2012/09/15),6280037,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,調節可能な膨張輪郭を有するバルーンカバー装置および方法,17,本権利は抹消されていない存続期間満了日(2032/09/15),6年,(2022/12/28)
page-6280039,特許2014-534750(2012/10/05),6280039,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,複数回使用される、中央スリットおよび周辺スリットを有する血液調節弁,13,本権利は抹消されていない存続期間満了日(2032/10/05),6年,(2022/12/28)
page-6280041,特許2014-542496(2012/11/16),6280041,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,ロッキング用拡張器を有する導入器シースアセンブリ,15,本権利は抹消されていない存続期間満了日(2032/11/16),6年,(2022/12/28)
page-6280043,特許2014-543536(2012/11/20),6280043,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,遅延機構を有する薬物送達システム,8,本権利は抹消されていない存続期間満了日(2032/11/20),6年,(2022/12/28)
page-6280049,特許2014-551661(2012/01/10),6280049,スペイン国(510215651)アルセロルミタル・インベステイガシオン・イ・デサロジヨ・エセ・エレ,保管中の金属板の黒化または変色を低減するための硫酸イオンを含む溶液の使用およびこのような溶液を用いて処理された金属板,17,本権利は抹消されていない存続期間満了日(2032/01/10),6年,(2022/12/28)
page-6280114,特許2015-523482(2013/07/11),6280114,スイス(504274505)シーカ・テクノロジー・アーゲー,モルタル組成物,35,本権利は抹消されていない存続期間満了日(2033/07/11),6年,(2022/12/28)
page-6280115,特許2015-524359(2013/07/22),6280115,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,マルチフレーム人工弁装置及び方法,25,本権利は抹消されていない存続期間満了日(2033/07/22),6年,(2022/12/28)
page-6280135,特許2015-548341(2013/12/05),6280135,スイス国(515121575)ディスクマ　アクチェンゲゼルシャフト,容器、並びに容器を製造及び充填する装置及び方法,10,本権利は抹消されていない存続期間満了日(2033/12/05),6年,(2022/12/28)
page-6280136,特許2015-548343(2013/12/05),6280136,スイス国(515121575)ディスクマ　アクチェンゲゼルシャフト,容器の製造装置及び製造方法,17,本権利は抹消されていない存続期間満了日(2033/12/05),6年,(2022/12/28)
page-6280180,特許2016-198098(2013/01/25),6280180,アメリカ合衆国(510288714)サンバイオ，インコーポレイティド,血管新生及び血管発生を調節するための方法及び組成物,22,本権利は抹消されていない存続期間満了日(2033/01/25),6年,(2022/12/28)
page-6280205,特許2016-504623(2014/03/25),6280205,スイス国(515121575)ディスクマ　アクチェンゲゼルシャフト,疎水性を有する型,11,本権利は抹消されていない存続期間満了日(2034/03/25),6年,(2022/12/28)
page-6280216,特許2016-528083(2014/11/04),6280216,アイルランド(514221366)ベクトン　ディキンソン　アンド　カンパニー　リミテッド,小瓶用アクセスデバイスのためのアダプタ,16,本権利は抹消されていない存続期間満了日(2034/11/04),6年,(2022/12/28)
page-6280292,特許2017-518915(2015/10/02),6280292,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,テクスチャー化研磨物品及び関連方法,2,本権利は抹消されていない存続期間満了日(2035/10/02),6年,(2022/12/28)
page-6280311,特許2013-099824(2013/05/10),6280311,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,ガスタービンエンジンにおいて熱回収するためのシステムおよび方法,12,本権利は抹消されていない存続期間満了日(2033/05/10),6年,(2022/12/28)
page-6280338,特許2013-202866(2013/09/30),6280338,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,多種燃料供給システムを備えたガスタービンエンジン,11,本権利は抹消されていない存続期間満了日(2033/09/30),6年,(2022/12/28)
page-6280354,特許2013-245535(2013/11/28),6280354,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,翼形部の健全性をモニタするためのシステム及び方法,18,本権利は抹消されていない存続期間満了日(2033/11/28),6年,(2022/12/28)
page-6280442,特許2014-104732(2014/05/20),6280442,アメリカ合衆国(596170170)ゼロックス　コーポレイション,相転移インク用の非晶質物質としての酒石酸エステルおよびクエン酸エステルの混合物,3,本権利は抹消されていない存続期間満了日(2034/05/20),6年,(2022/12/28)
page-6280448,特許2014-112165(2014/05/30),6280448,アメリカ合衆国(596170170)ゼロックス　コーポレイション,改善された画像堅牢性のためにポリエステルを含有する相変化インク,6,本権利は抹消されていない存続期間満了日(2034/05/30),6年,(2022/12/28)
page-6280493,特許2014-231433(2009/05/27),6280493,ニュージーランド(504298349)フィッシャー　アンド　ペイケル　ヘルスケア　リミテッド,湿度を正確に制御するための加湿器チャンバ温度の制御,18,本権利は抹消されていない存続期間満了日(2029/05/27),6年,(2022/12/28)
page-6280521,特許2015-097078(2013/11/29),6280521,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,電気化学セル,4,本権利は抹消されていない存続期間満了日(2033/11/29),6年,(2022/12/28)
page-6280532,特許2015-218145(2012/11/07),6280532,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,金合金製の時計又は宝飾品,8,本権利は抹消されていない存続期間満了日(2032/11/07),6年,(2022/12/28)
page-6280549,特許2015-526578(2013/07/31),6280549,アメリカ合衆国(505403186)ケアフュージョン　３０３、インコーポレイテッド,接着性被覆材一体化パッケージ,15,本権利は抹消されていない存続期間満了日(2033/07/31),6年,(2022/12/28)
page-6280557,特許2015-539792(2013/10/24),6280557,アメリカ合衆国(397058666)カーギル　インコーポレイテッド,リン脂質含有乳化剤組成物,16,本権利は抹消されていない存続期間満了日(2033/10/24),6年,(2022/12/28)
page-6280560,特許2015-544462(2013/11/28),6280560,イギリス国(305040710)ジーイー・ヘルスケア・リミテッド,三環式インドール誘導体の結晶化プロセス,8,本権利は抹消されていない存続期間満了日(2033/11/28),6年,(2022/12/28)
page-6280580,特許2016-046671(2016/03/10),6280580,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,グレーゴールド合金,3,本権利は抹消されていない存続期間満了日(2036/03/10),6年,(2022/12/28)
page-6280589,特許2016-078761(2016/04/11),6280589,スイス国(507276380)オメガ・エス　アー,締め輪クラスプ,11,本権利は抹消されていない存続期間満了日(2036/04/11),6年,(2022/12/28)
page-6280597,特許2016-163850(2011/09/30),6280597,オランダ王国(511105997)ドルビー・インターナショナル・アーベー,動きベクトル候補セットを生成する方法,1,本権利は抹消されていない存続期間満了日(2031/09/30),6年,(2022/12/28)
page-6280602,特許2016-168991(2016/08/31),6280602,スイス国(511103672)スイスタイミング・リミテッド,レースのスタート時における反応時間を測定する方法及びシステム,15,本権利は抹消されていない存続期間満了日(2036/08/31),6年,(2022/12/28)
page-6280611,特許2016-197774(2016/10/06),6280611,スイス国(594082512)ブランパン・エス　アー,浮上速度インジケータ機構及びそのような機構を備えるダイバーズウォッチ,12,本権利は抹消されていない存続期間満了日(2036/10/06),6年,(2022/12/28)
page-6280625,特許2016-227660(2013/04/26),6280625,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,スタンプされた二重フラッグジョーを有する外科手術器具および作動機構,5,本権利は抹消されていない存続期間満了日(2033/04/26),6年,(2022/12/28)
page-6280656,特許2016-553207(2013/12/18),6280656,アメリカ合衆国(511208896)ハリバートン　エナジー　サヴィシーズ　インコーポレイテッド,耐腐食性の耐火バインダー組成物、並びに油井仕上げ作業及び生産作業,22,本権利は抹消されていない存続期間満了日(2033/12/18),6年,(2022/12/28)
page-6280700,特許2013-126219(2013/06/17),6280700,アメリカ合衆国(508061594)ザ・リージェンツ・オブ・ザ・ユニバーシティ・オブ・ミシガン アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ アメリカ合衆国(508373718)ザ・ユニバーシティー・オブ・ノートル・ダム・ドュ・ラック アメリカ合衆国(508373729)パードュー・リサーチ・ファウンデーション,反復式再構成の方法、非一時的なコンピュータ可読の媒体及びイメージング・システム,22,本権利は抹消されていない存続期間満了日(2033/06/17),6年,(2022/12/28)
page-6280745,特許2013-549514(2012/01/11),6280745,アメリカ合衆国(515269383)ザ　ケマーズ　カンパニー　エフシー　リミテッド　ライアビリティ　カンパニー,可燃性冷媒により、システムにおける火炎伝播を減じる方法,11,本権利は抹消されていない存続期間満了日(2032/01/11),6年,(2022/12/28)
page-6280796,特許2014-079460(2014/04/08),6280796,ベルギー(591060898)アイメック,ショットキーダイオードおよび高電子移動度トランジスタを備えた半導体デバイスの製造方法,12,本権利は抹消されていない存続期間満了日(2034/04/08),6年,(2022/12/28)
page-6280851,特許2014-200729(2014/09/30),6280851,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,放射線断層撮影装置及びプログラム,7,本権利は抹消されていない存続期間満了日(2034/09/30),6年,(2022/12/28)
page-6280871,特許2014-547509(2012/12/14),6280871,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,生理的状態監視システムにおいて共有シークレットを渡してセキュア無線周波数通信リンクを確立するための近接場テレメトリリンク,31,本権利は抹消されていない存続期間満了日(2032/12/14),6年,(2022/12/28)
page-6280881,特許2015-028660(2015/02/17),6280881,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,スキャン条件決定装置、磁気共鳴装置、スキャン条件決定方法、およびプログラム,8,本権利は抹消されていない存続期間満了日(2035/02/17),6年,(2022/12/28)
page-6280917,特許2015-511544(2013/05/03),6280917,アメリカ合衆国(515269383)ザ　ケマーズ　カンパニー　エフシー　リミテッド　ライアビリティ　カンパニー,変色を低減させるための加熱および酸素源を利用するフッ素化ポリマー樹脂処理,1,本権利は抹消されていない存続期間満了日(2033/05/03),6年,(2022/12/28)
page-6280932,特許2015-556235(2014/02/04),6280932,アメリカ合衆国(513157121)トゥエルヴ，　インコーポレイテッド,人工心臓弁デバイスのための液圧送達システムおよび関連方法,32,本権利は抹消されていない存続期間満了日(2034/02/04),6年,(2022/12/28)
page-6280936,特許2016-004528(2012/06/21),6280936,アメリカ合衆国(513157121)トゥエルヴ，　インコーポレイテッド,人工治療装置,16,本権利は抹消されていない存続期間満了日(2032/06/21),6年,(2022/12/28)
page-6281027,特許2017-543735(2016/02/03),6281027,アメリカ合衆国(500147506)シリコン　ストーリッジ　テクノロージー　インコーポレイテッド,読み取り専用メモリ機能性を提供するように構成可能なフラッシュメモリ装置,40,本権利は抹消されていない存続期間満了日(2036/02/03),6年,(2022/12/28)
